word,nbhd_dist_100,word2vec_recipe_base_nbhd_dist_100,ambiguity_type
lobby,0.5714548443773373,0.116963685,P
seat,0.5756729568184387,0.3847523,P
mayor,0.4873940716346071,0.1207656,M
privacy,0.5540035133231698,0.16743362,P
zipper,0.467077949847676,0.3057276,P
routine,0.576803414175835,0.20208435,P
muzzle,0.5461323892225287,0.17474449,P
aggressive,0.4936230119722276,0.27204362,P
anal,0.3902196073945224,0.17056566,P
eggplant,0.2109771094600989,0.38775718,M
chunky,0.391323985424486,0.4258642,P
horsepower,0.2873505997405351,0.30733043,P
comment,0.5506572276413619,0.26827827,P
wacky,0.3505962453215083,0.28834406,M
pineapple,0.2736645512615559,0.3770505,P
lean,0.5518783308837771,0.42775527,H
summer,0.5404809846410688,0.35042056,P
polite,0.4044481276411457,0.27698895,P
organ,0.5221731389819058,0.26459756,P
choice,0.5576799674742551,0.38323283,P
calculate,0.4407781796538429,0.38054535,P
equivalent,0.5557195207416197,0.43661365,P
fret,0.5408849501576165,0.2705555,H
pest,0.4085279696829702,0.3207904,P
persuasion,0.5188210442523302,0.1434953,P
trade,0.5597368201634523,0.20098692,P
continue,0.5295140989741748,0.47233155,P
studio,0.4608196195174448,0.12791267,P
temper,0.5037385591043926,0.44913152,P
marvelous,0.3471802284734729,0.31838676,P
overnight,0.6385587331846945,0.4090783,P
pitch,0.4466687021393313,0.39642867,H
pouch,0.4817538404572503,0.44581375,P
sustain,0.5156570333142393,0.3231903,P
beer,0.3572836295117758,0.43127492,P
positive,0.575762090714154,0.15799364,P
revenge,0.5179925549294704,0.1533548,P
chocolate,0.2809253659683767,0.30043975,P
worldwide,0.6052576662458513,0.15692225,P
plantation,0.5072030748804162,0.23970442,P
multiple,0.5397749856414653,0.399056,P
fake,0.5038898355798832,0.34833258,P
energy,0.5246767919213071,0.3976857,P
renegade,0.56541745171312,0.15681852,P
craze,0.5217700365598317,0.21543403,P
shorten,0.5528842135336496,0.42370534,P
constant,0.5244635641191107,0.4401131,P
numb,0.4657337762410585,0.1733609,P
spite,0.4982820737880841,0.15453503,P
telegram,0.545251617041105,0.13289206,M
formula,0.5595640946162908,0.3537712,P
awake,0.4909573016169712,0.30529535,P
hike,0.5500565646397335,0.25032136,P
potion,0.4505403612323337,0.30171174,M
grasp,0.5255061199995745,0.37502795,P
dizzy,0.4712413311159972,0.18028213,P
sickness,0.4680845270698259,0.15225324,P
polar,0.4799461648898374,0.25342155,P
shout,0.3887177710707432,0.20601006,P
teenage,0.4151389098097603,0.18357483,M
shape,0.5407407325331058,0.41262323,P
wipe,0.5287976448497461,0.47328037,P
blush,0.5167464923611026,0.36668685,P
model,0.5078347875854584,0.3348243,P
poisonous,0.4440150734674539,0.17413528,P
flap,0.5454701117647307,0.3232527,P
antenna,0.4147924162734338,0.23119491,P
noise,0.468926763323814,0.36046427,P
rush,0.5936464365553714,0.3362077,H
gain,0.5883352481717602,0.3808226,P
sauna,0.481037002235362,0.19194031,P
bold,0.5661785266346656,0.2643363,P
rash,0.5545053583837919,0.1772519,H
collapse,0.5276430714049251,0.39983582,P
enzyme,0.2215473530377456,0.25843254,M
deck,0.442819864059737,0.2871143,P
manly,0.4333117630570107,0.21635793,M
squid,0.3214791811068144,0.3594401,M
wagon,0.4204192126948919,0.39148307,P
heartbeat,0.4782380511263184,0.13237543,M
foam,0.445535684979569,0.43230167,P
bloody,0.5136454834736556,0.36440545,P
plumber,0.4513849823122223,0.14358829,P
finish,0.5253677585333255,0.44751227,P
hook,0.5304202631248437,0.43216008,P
rainy,0.4559263754531505,0.34817883,M
faithful,0.5197787793508304,0.172821,P
pony,0.5031232671089889,0.27007115,P
rub,0.4518911468953506,0.4371753,P
inland,0.423001347701321,0.12278448,P
grumpy,0.3891368377035029,0.1634853,M
prodigy,0.4812008401298825,0.17840582,P
orgy,0.5247990091348604,0.19362968,P
outright,0.6378957640472754,0.14369248,P
behave,0.5160093195033277,0.1515494,P
sermon,0.4804474322163895,0.22347926,P
select,0.5491071654243844,0.43212345,P
generic,0.4871540877197944,0.26723772,P
truck,0.4134584654087965,0.33186734,H
harvest,0.4770180078419772,0.3279224,P
wartime,0.5318912293036763,0.14368957,M
resident,0.5490725250091558,0.11531694,P
combo,0.5250731764860896,0.35613242,P
beg,0.5071901125981539,0.15243576,P
queen,0.4726894796774168,0.31070217,P
private,0.575466912186046,0.15314823,P
finder,0.5749279903473465,0.22051638,P
delete,0.4937949121167053,0.3339701,M
regal,0.4406400600129379,0.24194235,P
pollen,0.3889426356428981,0.36964262,M
honeymoon,0.5351352667983257,0.14725924,P
battery,0.5014908903231959,0.32041395,P
cartoon,0.4208838968459647,0.2525778,P
member,0.5472297758446726,0.31510833,P
verb,0.2630407676371666,0.15794933,M
bop,0.3911191685268892,0.1597982,H
marrow,0.3817639925899141,0.3983091,P
odor,0.4355157278893434,0.31903577,P
nipple,0.4067809548082144,0.21340054,P
judge,0.4255659091612654,0.28940904,P
chef,0.3894776935402496,0.28739595,M
vine,0.3866926078455844,0.39989913,P
mild,0.5449567176926565,0.35832545,P
stretcher,0.5017490030875318,0.24364941,P
insane,0.4569590493076235,0.31941685,P
begin,0.5406464327641384,0.48862565,P
bacon,0.2674470163154693,0.40118384,M
pond,0.4229109581223497,0.3385429,M
crater,0.4505127361817674,0.44514835,P
aristocrat,0.4335758375088745,0.17719337,P
luxury,0.4705038252917166,0.28637046,P
mutt,0.4530021883587814,0.13359022,M
panel,0.5379049872998666,0.28376225,P
survive,0.550977589568876,0.15784025,P
knock,0.5207132794885464,0.43513834,P
invade,0.5276112934920397,0.118768804,P
teeny,0.4596132654482128,0.43893012,M
toast,0.3987530425310037,0.45463192,H
dung,0.472257806475319,0.09983055,P
perpetual,0.551901958103098,0.1979849,P
golden,0.5504915711810798,0.45025155,P
selection,0.5835252018351309,0.4262124,P
tension,0.4702395986902644,0.2823148,P
tolerant,0.5235163496086415,0.19625835,P
yen,0.4468593069101746,0.33813003,H
anatomy,0.4302494440734126,0.20425579,P
pirate,0.526998177283981,0.23703437,P
engagement,0.6255146447193725,0.20066947,P
video,0.4367890511379124,0.2849498,P
faulty,0.5150775999214529,0.2207288,M
pansy,0.4201971769351212,0.3091323,P
failure,0.5342446607299289,0.20048381,P
joyful,0.420686192292277,0.1541776,M
verify,0.5091552163216708,0.30398706,M
homework,0.4931188855138261,0.10892293,M
furry,0.4182399842636358,0.33285618,P
impression,0.5674723594060427,0.49196377,P
famous,0.45465921994942,0.19789404,P
cube,0.3843690699764992,0.49672318,H
villa,0.4599729396151797,0.1664258,M
dread,0.4249775069474896,0.18070936,P
hoof,0.4589100906822594,0.21095423,P
envy,0.4745110746874628,0.2412536,P
trashy,0.3912391243479154,0.17411432,M
hangover,0.5267081421987485,0.31245625,M
laugh,0.3813640924979172,0.24231054,P
turnip,0.3419355797658746,0.34345877,P
feature,0.5832406791328132,0.30316347,P
gap,0.5774301055451638,0.38684312,P
timely,0.5502780687125353,0.16975103,P
metallic,0.3805569363288563,0.46139795,P
kettle,0.4770716222854403,0.41156057,P
sentence,0.4552703034746004,0.12560284,P
item,0.6000978457360879,0.38657665,P
demand,0.5690015246558278,0.19755696,P
mink,0.4316446556664352,0.23639496,P
ditch,0.5425547117719707,0.39319438,P
pro,0.5703314211488567,0.38324317,H
shrimp,0.2942085466371329,0.36027974,P
implement,0.4884207064542599,0.34885612,P
guard,0.5352721637265554,0.38760462,P
split,0.5559691768635884,0.5214335,P
fancy,0.4348668527971392,0.3343385,P
dedication,0.4892810626441199,0.18956912,P
intent,0.549169279422716,0.15878491,H
exceed,0.5409621415535519,0.38859263,P
stroke,0.5242806738307232,0.35912976,P
saucer,0.5047713997718853,0.47682637,M
gag,0.5906075454457863,0.12635048,H
spare,0.6329375905263697,0.37791213,P
conquer,0.5065827854484274,0.15150301,P
hump,0.5617885784247176,0.31375366,P
structural,0.5254805386328988,0.1857415,P
obsessive,0.3862913897897762,0.15269867,M
suspicion,0.5302117872441833,0.120070934,P
duration,0.5600268890657499,0.38684097,P
hatchet,0.574425104094936,0.19605392,P
careless,0.4809454236470368,0.10933127,P
variety,0.4847951779814084,0.34372708,P
snappy,0.3905149415350039,0.3688345,P
former,0.5577665259305339,0.24727646,H
ghetto,0.4990667614529973,0.20273283,P
cosmic,0.393478166324161,0.14986256,P
heater,0.4066193458233397,0.34175274,P
gown,0.3130321230950778,0.16475637,P
fudge,0.4225562957116066,0.3809721,H
rumor,0.5204651017703383,0.18951459,P
evil,0.4427181048346484,0.21353415,P
tack,0.6068174425147859,0.41058707,P
loss,0.5743977070328186,0.30334905,P
rejoice,0.480696520225657,0.1607503,P
livery,0.4788559843637197,0.24392244,P
thud,0.4791930173216012,0.22033721,P
barefoot,0.4606587182545082,0.2820748,M
dinnertime,0.5389661061606935,0.38601372,M
shave,0.5544444556783205,0.4475502,P
journal,0.4427174571610801,0.17133972,P
steady,0.5656850945952816,0.46792057,P
culinary,0.4311141191366234,0.32892257,M
loyalty,0.477030078903872,0.40591067,P
badge,0.4703437583311017,0.17930146,P
savvy,0.430961332454173,0.22050355,P
initiate,0.5138972782199864,0.1843611,P
kick,0.407509953368654,0.367385,P
basement,0.4138891299894641,0.2663008,M
cushion,0.5824826660957957,0.3250467,P
crust,0.4158973295596367,0.3933618,P
drape,0.3999978436632944,0.39777386,P
dispatch,0.5752624916447509,0.266242,P
dent,0.5845496049369826,0.41269198,H
lively,0.4152893774127746,0.43241993,P
circular,0.4626016702493489,0.37120143,P
chair,0.5533219107140226,0.29986113,P
security,0.5794300258232097,0.26369482,P
goose,0.4250270564479242,0.34518048,P
moth,0.3257837248776722,0.19224297,P
lifetime,0.6076714882534895,0.28031835,P
swab,0.4919889246611142,0.3566107,P
smother,0.5243491349618812,0.42928067,P
musical,0.3694280878929519,0.19798279,P
administer,0.5652106960485334,0.19218636,P
compose,0.5073709379397517,0.38286927,P
vacation,0.5171741181788173,0.18881738,P
shoulder,0.4024287057236119,0.31903636,P
cavern,0.4514615113410423,0.2441219,P
cheerful,0.3583243309469713,0.16582133,P
distract,0.469591573667996,0.14966252,P
devil,0.4944965747401506,0.35541126,P
redhead,0.3997365986477185,0.16436918,P
likeness,0.4765564656822664,0.38238743,P
cater,0.5409906798738693,0.17590164,P
pup,0.4330500718702131,0.2468815,P
bleed,0.5120059396453378,0.4140564,P
mug,0.582556840749299,0.3854527,P
stud,0.4895449977365596,0.48223642,H
ramp,0.5093166032926647,0.40494117,P
distance,0.5482168754320185,0.42146862,P
knit,0.4147699814857283,0.2002498,P
crutch,0.5603718923523178,0.21403165,P
massive,0.5342713426255318,0.23401047,P
arrive,0.5387287914140979,0.4024673,P
freak,0.5487267720280344,0.2562462,H
commodity,0.5155301108723522,0.15494668,P
term,0.597212391528178,0.33663002,P
tavern,0.4367074110542635,0.2350427,P
bat,0.4272288018725015,0.3575303,H
toaster,0.4413152789803635,0.4636643,H
lunatic,0.4428126541350291,0.13593291,P
preview,0.5493466901496142,0.16342019,P
sauce,0.2062461723200402,0.35629958,P
clap,0.4576139671840505,0.39089683,P
leaf,0.4274686956459995,0.39380968,P
snob,0.4444441770373337,0.14300792,P
unload,0.5289714738835789,0.18899645,P
cockeyed,0.4722967560130711,0.13527994,P
disco,0.4504898280180557,0.2914765,P
pencil,0.4351638867724713,0.3100097,P
canopy,0.4276913443472939,0.17582737,P
childhood,0.5013737803314077,0.21540684,M
frightful,0.4400682559431825,0.20780899,P
silly,0.3417138803693805,0.25390208,P
peaceful,0.5692074322591184,0.13872156,P
numerous,0.5048274303269928,0.36699244,P
premium,0.5267703949120891,0.39980134,P
diplomat,0.5210069206200424,0.2971256,P
creamy,0.3034067249551215,0.43446484,P
omelet,0.3039602847522744,0.4590243,M
passport,0.533384086550832,0.12248787,P
roast,0.2762708304873746,0.38785666,P
crack,0.5594608474208481,0.49264523,P
radiator,0.351425251093047,0.24471599,P
bouncy,0.4219256911210955,0.33365864,P
drool,0.4790332889231813,0.23029919,P
dedicate,0.5645343952867854,0.16688721,P
rag,0.4981145163603379,0.4309579,H
ankle,0.3299333823024385,0.19163992,M
clown,0.4402368273761501,0.21268648,P
invention,0.4763625060544663,0.17063406,P
cautious,0.4671565071780854,0.33630782,M
lettuce,0.2637327750669886,0.36805207,P
dig,0.4968619541705306,0.42516586,P
citation,0.5927735521853496,0.23026852,P
mend,0.520071779143278,0.23389791,P
nail,0.5298012019316011,0.35498226,P
corpus,0.5463399327591909,0.21541746,P
blame,0.5319768505066108,0.14218435,P
expression,0.508359809964744,0.18565166,P
inhale,0.4930004520206092,0.3134105,P
lease,0.5080825166387786,0.32955158,P
brief,0.556812717076155,0.4577044,P
sniff,0.5289451809898773,0.26232612,P
torpedo,0.434958877333939,0.29460284,P
groovy,0.3862328859034627,0.21854332,M
suffice,0.5364018316495551,0.35931066,P
force,0.534997562022326,0.4477839,P
surround,0.5734898185879979,0.4401046,P
inspire,0.4638271361527424,0.13201381,P
hostess,0.4885169035576225,0.3078336,P
tower,0.3945373950099682,0.45980212,H
penguin,0.4073572347027728,0.21070352,M
hula,0.5126190829104451,0.23572077,M
patent,0.508307788989612,0.28520575,P
basin,0.3777550200008879,0.46290508,P
cheeky,0.379277860777747,0.20570797,M
fatal,0.5265547084297397,0.18038693,P
pointer,0.4438910979906215,0.2569049,P
juice,0.2949416995659414,0.31652766,P
jealousy,0.4123909163521422,0.260245,P
effort,0.5455597957703793,0.29887787,P
sleeve,0.4826638120139154,0.47312942,P
sundae,0.3494342450449494,0.3690857,M
unstable,0.5113007942225405,0.17617172,P
hamper,0.4267590005974109,0.17170231,H
belly,0.4683292094769469,0.365744,P
large,0.5224360877299571,0.42477122,P
deny,0.5091480895863135,0.12000325,P
attractive,0.5126341374070364,0.40213242,P
bind,0.4375158062582261,0.49971467,P
dreamy,0.3180150343369731,0.34646285,P
flake,0.482661840767496,0.51645726,P
piggy,0.5815669438692571,0.2726496,P
tequila,0.3855180990783431,0.27424988,M
inspection,0.5372897542500401,0.14138795,P
madness,0.4314889850057776,0.25732958,P
pancake,0.4008352048066556,0.4180457,P
prominent,0.5312040923529444,0.20302075,P
pursuit,0.5998941655671071,0.108470686,P
borderline,0.5862882381651024,0.20759392,P
grip,0.5710344304533401,0.35917443,P
flop,0.5447704307886386,0.43521604,P
zone,0.597639138497839,0.3703714,P
pasture,0.4003447898553808,0.14944774,P
garlic,0.1987746702399002,0.34292457,P
instance,0.4937514897024274,0.33308277,P
rupture,0.5126688843060002,0.19968241,P
tall,0.4336042919373549,0.32706004,P
contestant,0.507413389632178,0.3683834,P
shallow,0.4705489763711777,0.42795646,P
brute,0.504542998613775,0.2041791,P
substitute,0.465958093618137,0.37915778,P
mechanical,0.4476487102498419,0.29695857,P
lawn,0.4677633087496294,0.23308639,H
trend,0.526861949330833,0.113005206,P
horizon,0.5361950168916316,0.2932864,P
fiend,0.4464042316904658,0.16478463,P
plate,0.5372283318853988,0.4695276,P
scalp,0.498174095291069,0.25434873,P
critical,0.5854809207574982,0.31089297,P
innocent,0.4927627200913083,0.15419887,P
monitor,0.5381001878290189,0.37548378,P
coaster,0.498914136277539,0.24648128,P
jelly,0.3412470694998398,0.49671394,P
empire,0.5229858503834136,0.23329848,P
dancer,0.4102615841696175,0.18693054,M
primary,0.6283797177604231,0.38692215,P
humility,0.3694372037365622,0.20110771,M
throat,0.4278822374634221,0.25170588,P
shop,0.4193318528623892,0.3213964,P
duck,0.4984038731795731,0.3413842,H
bartender,0.4175317047574328,0.13848707,M
agreement,0.4682357671481067,0.33528224,P
margin,0.5723862280149355,0.4245601,P
injection,0.5542776690082245,0.39358917,P
splinter,0.5373409604644126,0.25804967,P
underneath,0.4605672036028395,0.38567746,P
toothpick,0.4738720237527776,0.42913657,M
success,0.5560595481297275,0.2904306,P
hesitation,0.5115144375240858,0.23700406,M
cranberry,0.3512338574926854,0.32570705,P
lavender,0.3454330814160496,0.35236806,P
abandon,0.5058562089416947,0.20385315,P
newborn,0.419883616137813,0.16613206,P
havoc,0.5302354194893719,0.14946304,P
hobby,0.5053086534462823,0.17660357,H
submit,0.5390289733889684,0.13001475,P
laboratory,0.4675862212850194,0.10902609,P
glove,0.4913421412297979,0.38695255,P
skilled,0.4923084562324415,0.38681674,P
freestyle,0.3491197226143456,0.2625485,P
lard,0.318034711466637,0.49855152,P
parrot,0.3505357824792125,0.24321182,P
fiery,0.5203531184039298,0.31013831,P
tolerate,0.5055506354184036,0.21227095,P
penetrate,0.5337784525965958,0.45304424,P
gut,0.5336927368532985,0.33557224,P
brisk,0.5402319959511342,0.4183683,P
stinky,0.4653012781864545,0.205187,M
salmon,0.3418552397080626,0.3500107,P
alert,0.5780244029948646,0.25336927,P
standby,0.610532743107315,0.27052668,P
sultan,0.333260849208095,0.18657519,P
lash,0.5366955952005934,0.22356346,H
rotten,0.5532420120556787,0.31806752,P
flush,0.5721988292815918,0.42777133,H
destiny,0.5269518476939322,0.36260977,P
permanent,0.6396026352800285,0.2660687,P
admit,0.5146922830017124,0.2004051,P
sweaty,0.4360841735758812,0.2987657,P
cork,0.4789525870334445,0.3593952,P
mast,0.4978033486641782,0.30608904,H
output,0.528950487131599,0.28102478,P
snap,0.6161587391937746,0.47555482,P
revelation,0.5329225940617544,0.12809913,P
radius,0.4755215112575879,0.22527424,P
activate,0.5076459533429571,0.39647615,P
nature,0.4889743803319324,0.2976358,P
suede,0.2700880775444964,0.20810631,M
persuade,0.4730532192985203,0.12777281,P
flashy,0.4019760180935322,0.107999176,P
mortal,0.4691270027615135,0.31034046,P
elegant,0.3561181570513686,0.35862836,P
repair,0.5185239622780938,0.31801903,H
invitation,0.5574771866541779,0.1678552,P
sweat,0.5032535424193563,0.43999362,P
terrific,0.3852277411686929,0.32819024,P
prune,0.45496098169585,0.41714862,H
grape,0.3025854669560665,0.40063652,P
smile,0.3766406157241914,0.3697574,P
colorful,0.4032507089079722,0.37713173,P
opinion,0.5572527910492175,0.32152617,P
snack,0.3474701745274875,0.38003257,P
theme,0.5269079241640245,0.28928462,P
mural,0.4090508713421926,0.29135138,P
plant,0.4780301580486315,0.39590403,P
melon,0.2593463988812963,0.37624982,M
middle,0.6069455869143388,0.43636197,P
describe,0.4534319929031082,0.21921623,P
sprinkle,0.3280270678524533,0.38458192,P
bank,0.4842587060351559,0.38689145,H
achieve,0.5086563196326552,0.40384275,P
outdoor,0.5133649204923629,0.43031117,M
perfume,0.4022077087396252,0.34339342,P
furnace,0.4107401416687928,0.1283253,P
cab,0.4721903719874741,0.22374271,H
skip,0.5694703307160638,0.3777898,P
tense,0.5282929056659177,0.11070861,H
laser,0.401971791822488,0.23834544,M
funeral,0.4701931705856896,0.1962056,P
flavor,0.3291700788740802,0.29476616,P
completion,0.5713021490030734,0.41281998,P
keyhole,0.5329381626167886,0.18694344,M
wander,0.4379621596815843,0.18827717,P
snuggle,0.4830787468939727,0.3532712,P
burn,0.5342881262109509,0.36879376,P
consumer,0.5189800445822178,0.19422771,P
warp,0.5089351003614981,0.37022504,P
rake,0.5767297487000167,0.4854118,H
casserole,0.2778274880790314,0.36504063,P
fusion,0.5180704725232623,0.29055986,P
bottle,0.3974865745688213,0.37300378,P
cock,0.4939702817090372,0.31483838,H
consume,0.4933777217811908,0.35268268,P
blend,0.4534588407678784,0.39065307,P
decisive,0.5612614813685529,0.26374897,P
third,0.4708251540620491,0.48176113,P
trout,0.3193847400732101,0.3067062,P
stroll,0.4480594910537667,0.11282571,P
flash,0.5527103803953995,0.5193859,P
attendance,0.5881635944651044,0.122003965,P
epic,0.456138110735247,0.20908915,P
drinker,0.4813347645324337,0.24725585,P
buckle,0.5189891098314626,0.35297662,P
indicate,0.5132272005567509,0.334,P
popular,0.5406138720267424,0.29457054,P
adorable,0.3380163859084472,0.22525494,P
nugget,0.5674499491163343,0.47061113,P
withstand,0.5490312662574444,0.31087622,P
yard,0.5381232870917212,0.33682498,H
horrid,0.4428151587815799,0.1438346,P
wet,0.4542674210616645,0.42644924,P
discussion,0.4879947894985467,0.12252855,M
bandage,0.4600836617160084,0.18437424,P
rave,0.5213651394566756,0.2923874,P
injury,0.3954514588021668,0.17814009,P
surgery,0.3844520319670769,0.1964091,P
decoration,0.4477598155322262,0.38865647,P
discourage,0.4421201456307068,0.33899093,P
tempt,0.48646395054073,0.17278114,P
cellular,0.4534425932786041,0.18654543,P
tornado,0.4399776472333044,0.24646437,M
overhead,0.5516500277519678,0.2789422,P
vineyard,0.3711964569881387,0.1548332,M
pace,0.5316244718205314,0.4794335,H
reader,0.4960559533459125,0.12985784,P
attack,0.4857916034220666,0.3135977,P
spoil,0.545002566125035,0.28527635,P
salesman,0.4775000994528849,0.24207796,M
peninsula,0.5284462083177593,0.21507625,M
passenger,0.4659445911556131,0.19747123,P
walrus,0.4270874721396764,0.16875656,M
smart,0.4868082681042574,0.437371,P
stuffy,0.4578555489623277,0.17455475,P
barber,0.4595978226822672,0.278899,P
dishwasher,0.4487658639311364,0.356093,P
dame,0.5114595451756937,0.17482337,P
drug,0.4272684193130319,0.22847892,P
crispy,0.2587289087683133,0.44026706,P
depart,0.5393624206890334,0.15847293,P
mustard,0.3647092079504556,0.3315982,P
foolish,0.3875819020579902,0.12800795,P
dirty,0.5306015667965144,0.41390923,P
anchor,0.5078716843234793,0.36651883,P
cubicle,0.4730562600604361,0.120041035,M
spook,0.5392397596226253,0.3477007,P
poorly,0.5421733528448068,0.13608499,P
circuit,0.5730049314648012,0.14755827,P
starve,0.5340837723838895,0.19092265,P
crusty,0.4504777492285963,0.4542135,P
poverty,0.5234785534416475,0.15902296,P
promote,0.4821317592433706,0.44762492,P
nightly,0.5000682737061967,0.16360492,P
strategic,0.5787604236165778,0.24947588,P
faint,0.4788151024379874,0.36919153,P
loser,0.5895712932064715,0.20082118,P
frantic,0.4969555278415173,0.17620862,P
lucid,0.4527384965367404,0.27836856,P
join,0.5481830508552207,0.3355614,P
dolphin,0.3797026646246671,0.2610228,P
unlucky,0.5123915409679823,0.10405476,P
conviction,0.4470110955872737,0.17780687,P
extent,0.5396321114149348,0.20458826,P
plaque,0.5026891671005878,0.25963473,P
mirror,0.4881975836016681,0.279958,P
army,0.4699929439861398,0.3580796,P
housewife,0.4322283531703108,0.1408043,M
custom,0.5251708273482761,0.24335653,P
manger,0.6544820990858549,0.15377639,M
bully,0.4744594207100058,0.19616161,H
gang,0.448654959209532,0.24551992,H
infinite,0.2988093162087565,0.1802946,P
hazardous,0.5134593877839676,0.12593906,P
tout,0.5550066591935712,0.3086656,P
industry,0.5293418371687424,0.1825289,P
tub,0.3949397376898526,0.44235787,P
study,0.4910904765511342,0.17387879,P
sucker,0.5245972191834434,0.32805604,P
inform,0.4647831625219455,0.116200626,P
fetch,0.5883377589536,0.34850696,P
hereafter,0.5155130433676307,0.17584383,P
dozen,0.5038362602823506,0.43150616,P
frontier,0.5258886768983626,0.18785748,P
induce,0.4662863122618429,0.18890038,P
various,0.4838785140975102,0.3957396,P
apply,0.5005918866295661,0.45850196,P
martini,0.4007097925796577,0.28719938,M
pregnancy,0.3937580161765699,0.18335636,M
apart,0.5996060029026841,0.45032457,P
sinful,0.4359650603270445,0.3014659,P
gourmet,0.3487890017255048,0.30758888,P
token,0.6109785654181494,0.16199405,P
hockey,0.4638146929949615,0.30946544,P
possession,0.5872735280958271,0.14136021,P
vision,0.5226992909843936,0.151357,P
dusk,0.4855286047160297,0.22312312,M
concern,0.4787844537511923,0.23686554,P
plaster,0.3737077654370773,0.31360075,P
overcome,0.5138713575226023,0.14933503,P
mainstream,0.5545236214362076,0.13216391,P
bolt,0.4718669294836593,0.21776477,H
sponge,0.4290622343866708,0.39918086,P
loud,0.4091730081984575,0.24083176,P
uptown,0.4723623624817005,0.15961364,P
clipper,0.5024029653208502,0.17977802,P
supervise,0.5201958020334705,0.14181992,M
puck,0.3442968401588014,0.37674844,M
crucial,0.5391963877118289,0.29951748,M
pig,0.4326791015011363,0.36333954,P
hint,0.4866296224610991,0.35257474,P
compete,0.550004480150376,0.22853361,P
code,0.557374955043181,0.22709246,P
beige,0.4447983343591886,0.33656064,M
arise,0.4962273409116423,0.23651129,P
fasten,0.4710875634288952,0.39187223,P
luxurious,0.4202072769997287,0.30532718,P
virtuous,0.4526507676057166,0.21007924,P
department,0.5706640670475127,0.27560812,P
warmth,0.4469115869894369,0.39815915,P
fist,0.5278301426859242,0.40633744,P
antique,0.4057528512691127,0.2579565,P
millimeter,0.451817886313044,0.2690135,M
bulletin,0.5835417720742242,0.21448687,P
honesty,0.3755100502363215,0.17606986,P
hip,0.4948925171675702,0.36785778,H
occasional,0.5138027286162257,0.47508812,P
hesitate,0.4760526208679412,0.23350465,P
offshore,0.4937126939721242,0.123139694,P
puppy,0.4142618952620451,0.40250188,P
sidewalk,0.4207483779584591,0.19030909,M
pose,0.5560200388157285,0.15816857,H
crowd,0.4400301572268699,0.48178542,P
discover,0.4461544411905492,0.15702379,P
fragile,0.5250707712139785,0.35352913,P
comparison,0.5257540475676744,0.18098791,P
huddle,0.534482310437922,0.15787669,P
organism,0.3041119480469862,0.15565509,P
shove,0.5086092726349745,0.42429614,P
lizard,0.3289530679891526,0.21338382,P
verse,0.3514588192512386,0.14302565,H
pleasure,0.501702212637566,0.2657981,P
pork,0.348118320583637,0.34646738,P
orgasm,0.449402462103599,0.17042404,M
bump,0.5343242009850513,0.40280116,P
smudge,0.4877807488710328,0.27611792,P
drummer,0.2902513483715753,0.17595291,P
subjective,0.4254953886186101,0.2048344,P
shark,0.37567022265514,0.34639817,H
untouched,0.5557950863948996,0.41859215,P
quartet,0.5024152577733393,0.18019031,P
grunt,0.5182554844580217,0.31421995,P
misery,0.4736197317287697,0.21021156,P
vortex,0.456536953062342,0.4431194,P
noon,0.4129277844254268,0.33992064,M
launch,0.536570820522551,0.28074026,H
unhappy,0.4129947563129782,0.12978138,P
spell,0.6021879255062771,0.22558334,H
wondrous,0.3831442558476585,0.15532106,M
marijuana,0.4441004784770772,0.2991228,M
talent,0.4836171416610623,0.10061977,P
thrust,0.5456717715586652,0.23859909,P
troll,0.4835911740065191,0.17800865,H
brilliance,0.3747881582452854,0.17137216,P
bedtime,0.5228467686001296,0.3315654,M
asthma,0.3382222552340853,0.1389581,M
anonymous,0.5776647383535546,0.118315846,M
sixth,0.3847247417286168,0.43192768,P
insist,0.461615279639063,0.34951943,P
rally,0.5620216119393557,0.20049109,H
nonsense,0.4364735115907454,0.17327562,P
tiresome,0.3742216279649344,0.092800185,P
balcony,0.3906152955108995,0.20049502,P
allergic,0.3745392320380864,0.26370308,P
mushroom,0.4095786863005707,0.39727673,P
view,0.5194433863778404,0.34103736,P
stray,0.5573234106293375,0.3624378,P
jive,0.4775908777194798,0.18542923,P
input,0.4587857640813925,0.20610502,P
nerve,0.4556762360489231,0.1898452,P
crap,0.4318490777400989,0.3287954,M
fresh,0.5665940297123064,0.37643552,P
agree,0.482922136247673,0.15226527,P
kindly,0.4658328181855326,0.32527396,P
portrait,0.4177894886866921,0.18495575,P
recipe,0.4014033707095241,0.3259817,P
patron,0.5157593122629942,0.16663118,P
pity,0.4676007341428504,0.104432575,P
hound,0.4660256087313659,0.18733922,P
lamp,0.4434214942568721,0.39415225,P
corn,0.3551765480421565,0.4130967,H
octopus,0.3831608470040097,0.38296288,P
petroleum,0.4428137558226767,0.25308916,M
wisdom,0.4744395396480728,0.18773052,P
chip,0.4844853372806754,0.31031284,H
chin,0.3889197288629387,0.2920384,P
criticism,0.4410998966315826,0.22936857,P
review,0.5276625183353812,0.2782572,P
rail,0.4036569729402158,0.2156452,H
cluster,0.5814636454588331,0.42303258,P
lullaby,0.4162447161429396,0.13245617,P
ounce,0.5511679728846359,0.3646973,H
universe,0.4252639387225176,0.1845035,P
