word,nbhd_dist_100,word2vec_tiny_base_nbhd_dist_100,ambiguity_type
satellite,0.4738974390640302,0.39079976,P
spite,0.4982820737880841,0.29983333,P
awake,0.4909573016169712,0.50470334,P
hike,0.5500565646397335,0.45196956,P
potion,0.4505403612323337,0.4736866,M
grasp,0.5255061199995745,0.31357905,P
dizzy,0.4712413311159972,0.5314887,P
sickness,0.4680845270698259,0.34045154,P
polar,0.4799461648898374,0.44686866,P
shout,0.3887177710707432,0.5013846,P
teenage,0.4151389098097603,0.25785866,M
shape,0.5407407325331058,0.4316913,P
wipe,0.5287976448497461,0.47000045,P
blush,0.5167464923611026,0.43388465,P
hurtful,0.4132163613660725,0.42037213,M
model,0.5078347875854584,0.48431665,P
poisonous,0.4440150734674539,0.4272943,P
flap,0.5454701117647307,0.5281963,P
antenna,0.4147924162734338,0.39348835,P
noise,0.468926763323814,0.41352978,P
rush,0.5936464365553714,0.532219,H
gain,0.5883352481717602,0.53575504,P
bold,0.5661785266346656,0.44500533,P
rash,0.5545053583837919,0.35193837,H
collapse,0.5276430714049251,0.37999988,P
deck,0.442819864059737,0.4498357,P
chuckle,0.372051526454406,0.32087857,P
squid,0.3214791811068144,0.3817455,M
wagon,0.4204192126948919,0.44699013,P
heartbeat,0.4782380511263184,0.41183937,M
foam,0.445535684979569,0.45633942,P
bloody,0.5136454834736556,0.36861342,P
plumber,0.4513849823122223,0.46597034,P
finish,0.5253677585333255,0.5352022,P
hook,0.5304202631248437,0.46486974,P
rainy,0.4559263754531505,0.50769293,M
downhill,0.3054659073936736,0.32661006,P
faithful,0.5197787793508304,0.34615692,P
pony,0.5031232671089889,0.45492756,P
rub,0.4518911468953506,0.50033075,P
grumpy,0.3891368377035029,0.4743745,M
sewer,0.4805698103870663,0.2846168,H
behave,0.5160093195033277,0.5057804,P
sermon,0.4804474322163895,0.27175713,P
leadership,0.5457395176242651,0.26776442,P
select,0.5491071654243844,0.3543141,P
truck,0.4134584654087965,0.4113704,H
harvest,0.4770180078419772,0.4104285,P
beg,0.5071901125981539,0.49033642,P
queen,0.4726894796774168,0.47178218,P
private,0.575466912186046,0.45413354,P
disruption,0.5178998952513717,0.2553531,M
finder,0.5749279903473465,0.42842576,P
delete,0.4937949121167053,0.3766131,M
regal,0.4406400600129379,0.20993263,P
pollen,0.3889426356428981,0.40434173,M
honeymoon,0.5351352667983257,0.37626004,P
battery,0.5014908903231959,0.4700899,P
cartoon,0.4208838968459647,0.47265553,P
colleague,0.4810315872101415,0.23811239,M
member,0.5472297758446726,0.43881908,P
trolley,0.4263796802410604,0.39809135,P
verb,0.2630407676371666,0.3576277,M
bop,0.3911191685268892,0.33563355,H
odor,0.4355157278893434,0.34177142,P
judge,0.4255659091612654,0.52346945,P
chef,0.3894776935402496,0.478425,M
vine,0.3866926078455844,0.43771732,P
mild,0.5449567176926565,0.49155247,P
stretcher,0.5017490030875318,0.4661164,P
begin,0.5406464327641384,0.49279714,P
bacon,0.2674470163154693,0.31485188,M
pond,0.4229109581223497,0.39556894,M
crater,0.4505127361817674,0.37762722,P
luxury,0.4705038252917166,0.55066556,P
mutt,0.4530021883587814,0.3505498,M
panel,0.5379049872998666,0.34931728,P
survive,0.550977589568876,0.419457,P
magician,0.4371420855461104,0.47388625,P
knock,0.5207132794885464,0.5837285,P
invade,0.5276112934920397,0.17182975,P
teeny,0.4596132654482128,0.36021256,M
toast,0.3987530425310037,0.34970492,H
golden,0.5504915711810798,0.46221054,P
selection,0.5835252018351309,0.37267476,P
tension,0.4702395986902644,0.27690148,P
tolerant,0.5235163496086415,0.21830803,P
pirate,0.526998177283981,0.4347183,P
video,0.4367890511379124,0.43308637,P
faulty,0.5150775999214529,0.26079363,M
failure,0.5342446607299289,0.29518247,P
joyful,0.420686192292277,0.40703744,M
homework,0.4931188855138261,0.49131003,M
furry,0.4182399842636358,0.45353794,P
impression,0.5674723594060427,0.40318546,P
stench,0.453393746675591,0.30608848,M
famous,0.45465921994942,0.4413736,P
cube,0.3843690699764992,0.48443702,H
dread,0.4249775069474896,0.27576,P
kennel,0.4974955567820658,0.37733158,P
hoof,0.4589100906822594,0.4549988,P
envy,0.4745110746874628,0.43200764,P
locksmith,0.478690243784881,0.41392952,M
laugh,0.3813640924979172,0.52396774,P
handshake,0.5505065898125434,0.37295657,M
saxophone,0.2650672665288523,0.4143745,M
turnip,0.3419355797658746,0.32632503,P
feature,0.5832406791328132,0.33789772,P
gap,0.5774301055451638,0.51446706,P
quaint,0.4379013290308892,0.33629745,P
metallic,0.3805569363288563,0.35736144,P
kettle,0.4770716222854403,0.4204241,P
sentence,0.4552703034746004,0.3886099,P
item,0.6000978457360879,0.38681114,P
demand,0.5690015246558278,0.53758943,P
climax,0.5162633664459712,0.22748786,P
mink,0.4316446556664352,0.3367837,P
ditch,0.5425547117719707,0.38525456,P
pro,0.5703314211488567,0.46853405,H
shrimp,0.2942085466371329,0.34151414,P
guard,0.5352721637265554,0.47345597,P
split,0.5559691768635884,0.5429984,P
fancy,0.4348668527971392,0.4456195,P
dedication,0.4892810626441199,0.29693753,P
intent,0.549169279422716,0.32501224,H
stroke,0.5242806738307232,0.4448669,P
saucer,0.5047713997718853,0.4846524,M
gag,0.5906075454457863,0.3372585,H
spare,0.6329375905263697,0.4692865,P
conquer,0.5065827854484274,0.32661766,P
hump,0.5617885784247176,0.45534742,P
albino,0.4774342101012357,0.33059883,M
suspicion,0.5302117872441833,0.2568384,P
hatchet,0.574425104094936,0.283105,P
careless,0.4809454236470368,0.51204467,P
variety,0.4847951779814084,0.4037271,P
snappy,0.3905149415350039,0.34893245,P
bunk,0.4497642406227066,0.39881396,H
startle,0.5076841516050151,0.3468173,P
former,0.5577665259305339,0.36520803,H
heater,0.4066193458233397,0.47292128,P
gown,0.3130321230950778,0.3939843,P
fudge,0.4225562957116066,0.32602632,H
rumor,0.5204651017703383,0.32705358,P
evil,0.4427181048346484,0.38335654,P
motivate,0.4818730060480928,0.1884634,M
ecstatic,0.4338124908451338,0.32891083,P
loss,0.5743977070328186,0.30973154,P
rejoice,0.480696520225657,0.25742513,P
selective,0.5997732125453602,0.1617107,P
thud,0.4791930173216012,0.48666644,P
barefoot,0.4606587182545082,0.35735333,M
dinnertime,0.5389661061606935,0.35233578,M
shave,0.5544444556783205,0.5253094,P
journal,0.4427174571610801,0.39532155,P
steady,0.5656850945952816,0.5314044,P
mirage,0.5525869915685803,0.44939405,P
steward,0.5642495316156525,0.2325548,P
loyalty,0.477030078903872,0.30026534,P
badge,0.4703437583311017,0.47650898,P
kick,0.407509953368654,0.4881973,P
basement,0.4138891299894641,0.49706918,M
cushion,0.5824826660957957,0.4262152,P
crust,0.4158973295596367,0.3174789,P
dent,0.5845496049369826,0.44707403,H
lively,0.4152893774127746,0.43658388,P
circular,0.4626016702493489,0.34774807,P
chair,0.5533219107140226,0.45464253,P
security,0.5794300258232097,0.40733027,P
goose,0.4250270564479242,0.3929834,P
moth,0.3257837248776722,0.46345347,P
lifetime,0.6076714882534895,0.39085186,P
ransom,0.5343781521626649,0.18065496,P
janitor,0.4475919500281529,0.3863015,M
afar,0.5414209740375326,0.45697212,P
swab,0.4919889246611142,0.30571702,P
smother,0.5243491349618812,0.25151977,P
musical,0.3694280878929519,0.45316166,P
vacation,0.5171741181788173,0.47134957,P
shoulder,0.4024287057236119,0.48028508,P
cavern,0.4514615113410423,0.3034165,P
outlaw,0.5569223314442943,0.2850678,P
cheerful,0.3583243309469713,0.44822612,P
distract,0.469591573667996,0.42638057,P
devil,0.4944965747401506,0.34434047,P
embassy,0.5247515058157209,0.199191,P
unheard,0.5648630485305709,0.2086672,P
flinch,0.49975117464712,0.30963147,P
pup,0.4330500718702131,0.3590826,P
breathless,0.4542795944879428,0.31557557,P
bleed,0.5120059396453378,0.4165343,P
mug,0.582556840749299,0.41272596,P
ramp,0.5093166032926647,0.50099486,P
distance,0.5482168754320185,0.44702494,P
knit,0.4147699814857283,0.52083445,P
crutch,0.5603718923523178,0.3542369,P
massive,0.5342713426255318,0.3288325,P
arrive,0.5387287914140979,0.5148744,P
freak,0.5487267720280344,0.17512907,H
client,0.5834534960373124,0.36748624,P
term,0.597212391528178,0.2971578,P
bat,0.4272288018725015,0.5033344,H
toaster,0.4413152789803635,0.45324144,H
respectful,0.4369686860984152,0.44943208,M
sauce,0.2062461723200402,0.32598552,P
clap,0.4576139671840505,0.4935064,P
leaf,0.4274686956459995,0.42298248,P
snob,0.4444441770373337,0.18118815,P
unload,0.5289714738835789,0.46393186,P
disco,0.4504898280180557,0.4559067,P
pencil,0.4351638867724713,0.37730965,P
canopy,0.4276913443472939,0.39389843,P
childhood,0.5013737803314077,0.40445822,M
frightful,0.4400682559431825,0.24955845,P
silly,0.3417138803693805,0.5051742,P
peaceful,0.5692074322591184,0.4633472,P
numerous,0.5048274303269928,0.31185272,P
creamy,0.3034067249551215,0.34173977,P
omelet,0.3039602847522744,0.34178057,M
passport,0.533384086550832,0.4523723,P
roast,0.2762708304873746,0.4794598,P
crack,0.5594608474208481,0.51679736,P
radiator,0.351425251093047,0.24013416,P
bouncy,0.4219256911210955,0.51444066,P
drool,0.4790332889231813,0.36726078,P
dedicate,0.5645343952867854,0.18345405,P
rag,0.4981145163603379,0.4078815,H
ankle,0.3299333823024385,0.3723544,M
clown,0.4402368273761501,0.51085687,P
invention,0.4763625060544663,0.35857987,P
cautious,0.4671565071780854,0.40314826,M
lettuce,0.2637327750669886,0.35531986,P
dig,0.4968619541705306,0.5025164,P
limousine,0.4982989666107379,0.37501734,P
mend,0.520071779143278,0.41097677,P
nail,0.5298012019316011,0.406046,P
corpus,0.5463399327591909,0.21984543,P
blame,0.5319768505066108,0.47396886,P
expression,0.508359809964744,0.42301857,P
inhale,0.4930004520206092,0.3074483,P
starvation,0.5136189992860394,0.1931992,P
spectacle,0.4657845855945219,0.30126268,P
brief,0.556812717076155,0.3292543,P
sniff,0.5289451809898773,0.54944956,P
disgust,0.412590623047411,0.3056153,P
force,0.534997562022326,0.41887516,P
surround,0.5734898185879979,0.33052284,P
joker,0.5437048556950036,0.39621747,P
chorus,0.4358130345298723,0.37300786,P
inspire,0.4638271361527424,0.2599157,P
hostess,0.4885169035576225,0.3860761,P
tower,0.3945373950099682,0.45831397,H
penguin,0.4073572347027728,0.43864858,M
hula,0.5126190829104451,0.47744715,M
basin,0.3777550200008879,0.31068766,P
cheeky,0.379277860777747,0.36341512,M
fatal,0.5265547084297397,0.17697063,P
pointer,0.4438910979906215,0.44030416,P
juice,0.2949416995659414,0.3770685,P
jealousy,0.4123909163521422,0.35782015,P
effort,0.5455597957703793,0.38901624,P
sleeve,0.4826638120139154,0.40484548,P
sundae,0.3494342450449494,0.33767077,M
unstable,0.5113007942225405,0.40944335,P
hamper,0.4267590005974109,0.41681355,H
belly,0.4683292094769469,0.4889035,P
large,0.5224360877299571,0.46831676,P
deny,0.5091480895863135,0.2893926,P
attractive,0.5126341374070364,0.43261155,P
bind,0.4375158062582261,0.29301673,P
dreamy,0.3180150343369731,0.4023903,P
flake,0.482661840767496,0.3251641,P
teller,0.5560645006850767,0.3701363,P
piggy,0.5815669438692571,0.536034,P
inspection,0.5372897542500401,0.37762448,P
hostage,0.5080895801270287,0.1670074,M
pancake,0.4008352048066556,0.3643524,P
pursuit,0.5998941655671071,0.3026951,P
grip,0.5710344304533401,0.48636708,P
flop,0.5447704307886386,0.40620407,P
zone,0.597639138497839,0.47314453,P
pasture,0.4003447898553808,0.39242843,P
garlic,0.1987746702399002,0.26528627,P
instance,0.4937514897024274,0.20276508,P
tall,0.4336042919373549,0.50070626,P
contestant,0.507413389632178,0.23623474,P
generator,0.4510345441899225,0.33537507,P
turbulence,0.5084206704119089,0.3301321,P
shallow,0.4705489763711777,0.43562043,P
brute,0.504542998613775,0.28244123,P
substitute,0.465958093618137,0.16940084,P
password,0.4594378228318341,0.4088641,M
mechanical,0.4476487102498419,0.37240556,P
lawn,0.4677633087496294,0.48699886,H
trend,0.526861949330833,0.29531673,P
horizon,0.5361950168916316,0.40538737,P
plate,0.5372283318853988,0.3874451,P
scalp,0.498174095291069,0.31413355,P
innocent,0.4927627200913083,0.45913386,P
monitor,0.5381001878290189,0.3598885,P
coaster,0.498914136277539,0.40966472,P
jelly,0.3412470694998398,0.33487278,P
empire,0.5229858503834136,0.2584098,P
dancer,0.4102615841696175,0.47625092,M
humility,0.3694372037365622,0.22927658,M
throat,0.4278822374634221,0.39811698,P
shop,0.4193318528623892,0.44822103,P
duck,0.4984038731795731,0.38283262,H
agreement,0.4682357671481067,0.45735642,P
injection,0.5542776690082245,0.34736004,P
splinter,0.5373409604644126,0.39620155,P
underneath,0.4605672036028395,0.45261624,P
toothpick,0.4738720237527776,0.33594728,M
success,0.5560595481297275,0.41206828,P
hesitation,0.5115144375240858,0.40684536,M
cranberry,0.3512338574926854,0.2252266,P
lavender,0.3454330814160496,0.37531918,P
abandon,0.5058562089416947,0.3280265,P
newborn,0.419883616137813,0.27268097,P
havoc,0.5302354194893719,0.30006683,P
hobby,0.5053086534462823,0.4015744,H
laboratory,0.4675862212850194,0.3610456,P
jester,0.4857752746074927,0.4228877,P
glove,0.4913421412297979,0.38983563,P
skilled,0.4923084562324415,0.366901,P
parrot,0.3505357824792125,0.48862582,P
fiery,0.5203531184039298,0.4287766,P
tolerate,0.5055506354184036,0.20083748,P
gut,0.5336927368532985,0.3304674,P
brisk,0.5402319959511342,0.22714831,P
stinky,0.4653012781864545,0.4470006,M
salmon,0.3418552397080626,0.35947868,P
alert,0.5780244029948646,0.5485085,P
rotten,0.5532420120556787,0.44592994,P
insecure,0.5027598394114126,0.17826557,P
flush,0.5721988292815918,0.4311484,H
destiny,0.5269518476939322,0.2984094,P
permanent,0.6396026352800285,0.37893394,P
admit,0.5146922830017124,0.42401788,P
sweaty,0.4360841735758812,0.5287955,P
cork,0.4789525870334445,0.43769038,P
mast,0.4978033486641782,0.44748077,H
snap,0.6161587391937746,0.51006436,P
revelation,0.5329225940617544,0.14973636,P
activate,0.5076459533429571,0.3224576,P
nature,0.4889743803319324,0.45894185,P
extinct,0.438057620012413,0.30834487,P
persuade,0.4730532192985203,0.39182758,P
flashy,0.4019760180935322,0.4599135,P
bravery,0.4779402961050336,0.32761192,P
elegant,0.3561181570513686,0.3897922,P
repair,0.5185239622780938,0.48193783,H
invitation,0.5574771866541779,0.504466,P
sweat,0.5032535424193563,0.4355184,P
terrific,0.3852277411686929,0.34568995,P
prune,0.45496098169585,0.35712674,H
grape,0.3025854669560665,0.36207733,P
powerless,0.526553694876993,0.31847152,P
smile,0.3766406157241914,0.51732916,P
phenomenon,0.5166816289581981,0.17225748,P
ungrateful,0.4280350568903466,0.44180736,M
colorful,0.4032507089079722,0.46122673,P
opinion,0.5572527910492175,0.5538479,P
sincerity,0.4507206528930934,0.18405955,M
snack,0.3474701745274875,0.40079948,P
ultimatum,0.5752325537033256,0.2148802,M
theme,0.5269079241640245,0.41445708,P
mural,0.4090508713421926,0.36507237,P
plant,0.4780301580486315,0.37441075,P
melon,0.2593463988812963,0.35599884,M
middle,0.6069455869143388,0.55318105,P
describe,0.4534319929031082,0.38384095,P
sprinkle,0.3280270678524533,0.42229205,P
bank,0.4842587060351559,0.5358164,H
achieve,0.5086563196326552,0.36862424,P
outdoor,0.5133649204923629,0.40054455,M
courthouse,0.5307964927366292,0.2870561,M
perfume,0.4022077087396252,0.46854126,P
furnace,0.4107401416687928,0.33970055,P
cab,0.4721903719874741,0.3704503,H
virus,0.3342766856672711,0.3984601,P
tournament,0.4128529812223537,0.3817257,P
skip,0.5694703307160638,0.5265523,P
tense,0.5282929056659177,0.3201387,H
laser,0.401971791822488,0.42280674,M
funeral,0.4701931705856896,0.44488952,P
flavor,0.3291700788740802,0.38952458,P
completion,0.5713021490030734,0.29504263,P
keyhole,0.5329381626167886,0.45707875,M
gull,0.3324500694468648,0.2320562,H
wander,0.4379621596815843,0.52594656,P
snuggle,0.4830787468939727,0.48650086,P
burn,0.5342881262109509,0.5161081,P
rake,0.5767297487000167,0.45519698,H
solemn,0.4880992460055363,0.24962384,P
autograph,0.5577507821034379,0.34728074,P
casserole,0.2778274880790314,0.2516831,P
observer,0.6101201728895078,0.26707518,P
bottle,0.3974865745688213,0.45622435,P
consume,0.4933777217811908,0.16139765,P
blend,0.4534588407678784,0.4556364,P
third,0.4708251540620491,0.5702878,P
trout,0.3193847400732101,0.39260423,P
stroll,0.4480594910537667,0.4688011,P
flash,0.5527103803953995,0.43077806,P
bathrobe,0.4126647157355665,0.37869748,M
epic,0.456138110735247,0.30699122,P
buckle,0.5189891098314626,0.39089644,P
indicate,0.5132272005567509,0.21503823,P
popular,0.5406138720267424,0.46721852,P
adorable,0.3380163859084472,0.46819758,P
scrawny,0.4254226135300062,0.34417886,M
nugget,0.5674499491163343,0.39695016,P
withstand,0.5490312662574444,0.33301982,P
heartache,0.4506029293357707,0.23036171,M
mailbox,0.505726064184726,0.48764774,P
yard,0.5381232870917212,0.53863794,H
horrid,0.4428151587815799,0.16247265,P
wet,0.4542674210616645,0.47052047,P
cowardly,0.4161941346983478,0.3249222,P
discussion,0.4879947894985467,0.42095563,M
uncharted,0.5843204114072159,0.3127286,M
bandage,0.4600836617160084,0.42174882,P
buoy,0.556311943525206,0.34837803,P
suspense,0.4581543762338332,0.27195522,P
rave,0.5213651394566756,0.26799995,P
injury,0.3954514588021668,0.29756078,P
surgery,0.3844520319670769,0.37003922,P
decoration,0.4477598155322262,0.45626813,P
discourage,0.4421201456307068,0.2917508,P
watchman,0.5581307447012936,0.2745714,M
tornado,0.4399776472333044,0.48101437,M
overhead,0.5516500277519678,0.39690274,P
vineyard,0.3711964569881387,0.35287887,M
pace,0.5316244718205314,0.46096134,H
reader,0.4960559533459125,0.40787455,P
attack,0.4857916034220666,0.44030368,P
spoil,0.545002566125035,0.54827094,P
salesman,0.4775000994528849,0.32917836,M
passenger,0.4659445911556131,0.47005576,P
memento,0.515473808283367,0.30793378,M
walrus,0.4270874721396764,0.39278466,M
smart,0.4868082681042574,0.47509098,P
stuffy,0.4578555489623277,0.40119067,P
barber,0.4595978226822672,0.4638333,P
dishwasher,0.4487658639311364,0.45732304,P
drug,0.4272684193130319,0.21944822,P
crispy,0.2587289087683133,0.3873486,P
depart,0.5393624206890334,0.27288333,P
mustard,0.3647092079504556,0.2976748,P
foolish,0.3875819020579902,0.4573146,P
dirty,0.5306015667965144,0.48636305,P
anchor,0.5078716843234793,0.3691285,P
spook,0.5392397596226253,0.22443119,P
poorly,0.5421733528448068,0.38769585,P
betray,0.4798151303332396,0.17276853,P
circuit,0.5730049314648012,0.33894783,P
bracelet,0.5049809197034048,0.3719433,M
starve,0.5340837723838895,0.23122391,P
crusty,0.4504777492285963,0.3208445,P
poverty,0.5234785534416475,0.24115223,P
observant,0.509984974898913,0.35796615,P
nightly,0.5000682737061967,0.32065853,P
skateboard,0.4597368203665564,0.417795,P
cunning,0.3995628388847611,0.32501912,P
faint,0.4788151024379874,0.37967575,P
loser,0.5895712932064715,0.4418208,P
frantic,0.4969555278415173,0.26799014,P
join,0.5481830508552207,0.56745046,P
dolphin,0.3797026646246671,0.35950986,P
unlucky,0.5123915409679823,0.44949993,P
plaque,0.5026891671005878,0.36107713,P
mirror,0.4881975836016681,0.49545047,P
army,0.4699929439861398,0.43422344,P
rascal,0.473101470333654,0.33991435,P
bully,0.4744594207100058,0.4515449,H
violin,0.2810176793184277,0.42252734,M
gang,0.448654959209532,0.368463,H
infinite,0.2988093162087565,0.27327418,P
technician,0.4817456183449109,0.35440522,P
hazardous,0.5134593877839676,0.24401146,P
tub,0.3949397376898526,0.44795707,P
study,0.4910904765511342,0.48381072,P
inform,0.4647831625219455,0.19270352,P
fetch,0.5883377589536,0.51140505,P
dozen,0.5038362602823506,0.3860004,P
staircase,0.3249512557098647,0.4352091,M
handyman,0.4646330599867958,0.34844345,M
pox,0.4664876107489176,0.36858684,P
various,0.4838785140975102,0.38249797,P
apply,0.5005918866295661,0.3400563,P
plea,0.5137942275082205,0.35895127,P
apart,0.5996060029026841,0.54139185,P
token,0.6109785654181494,0.34851396,P
lifeguard,0.5517912355691466,0.49252555,M
hockey,0.4638146929949615,0.46062714,P
possession,0.5872735280958271,0.34516755,P
vision,0.5226992909843936,0.35122886,P
dusk,0.4855286047160297,0.3432029,M
concern,0.4787844537511923,0.33472288,P
plaster,0.3737077654370773,0.3599438,P
overcome,0.5138713575226023,0.36252585,P
bolt,0.4718669294836593,0.41518185,H
sponge,0.4290622343866708,0.422655,P
loud,0.4091730081984575,0.44132316,P
baptism,0.4512060513416508,0.2363583,P
clipper,0.5024029653208502,0.2715575,P
puck,0.3442968401588014,0.46265134,M
crucial,0.5391963877118289,0.19433069,M
pig,0.4326791015011363,0.35772568,P
hint,0.4866296224610991,0.4888332,P
compete,0.550004480150376,0.44494656,P
code,0.557374955043181,0.4237197,P
beige,0.4447983343591886,0.33994094,M
arise,0.4962273409116423,0.2225149,P
fasten,0.4710875634288952,0.4261877,P
luxurious,0.4202072769997287,0.38722143,P
department,0.5706640670475127,0.39378843,P
mailman,0.5196772464537185,0.47405583,M
warmth,0.4469115869894369,0.4047068,P
fist,0.5278301426859242,0.3899589,P
antique,0.4057528512691127,0.3079255,P
gloom,0.4707182572272941,0.30053803,P
honesty,0.3755100502363215,0.3411395,P
hip,0.4948925171675702,0.39014962,H
annoy,0.4401636694940573,0.3771854,P
occasional,0.5138027286162257,0.36793086,P
hesitate,0.4760526208679412,0.37371626,P
puppy,0.4142618952620451,0.4656368,P
sidewalk,0.4207483779584591,0.51369375,M
pose,0.5560200388157285,0.50452524,H
squawk,0.500672030601155,0.39580044,P
crowd,0.4400301572268699,0.43458194,P
discover,0.4461544411905492,0.5213987,P
fragile,0.5250707712139785,0.53899366,P
comparison,0.5257540475676744,0.3449771,P
huddle,0.534482310437922,0.3871753,P
shove,0.5086092726349745,0.44716263,P
lizard,0.3289530679891526,0.43167835,P
verse,0.3514588192512386,0.2562955,H
pleasure,0.501702212637566,0.41275415,P
pork,0.348118320583637,0.2807101,P
bump,0.5343242009850513,0.5008638,P
smudge,0.4877807488710328,0.41521716,P
drummer,0.2902513483715753,0.41955176,P
shark,0.37567022265514,0.341653,H
oblige,0.5303505091500338,0.37632686,P
untouched,0.5557950863948996,0.38070172,P
controller,0.5082502305588386,0.37631807,P
grunt,0.5182554844580217,0.35266158,P
misery,0.4736197317287697,0.3062961,P
blouse,0.2602167683771382,0.3926131,P
noon,0.4129277844254268,0.52839565,M
modesty,0.421147342422437,0.24302883,P
tractor,0.4463326944475564,0.4439884,P
launch,0.536570820522551,0.5010526,H
unhappy,0.4129947563129782,0.5052041,P
spell,0.6021879255062771,0.5090556,H
wondrous,0.3831442558476585,0.33105758,M
talent,0.4836171416610623,0.41369793,P
thrust,0.5456717715586652,0.30184686,P
troll,0.4835911740065191,0.42533788,H
brilliance,0.3747881582452854,0.2843264,P
bedtime,0.5228467686001296,0.56162184,M
meteor,0.4665118060584199,0.4155073,M
sixth,0.3847247417286168,0.40846884,P
insist,0.461615279639063,0.5482349,P
rally,0.5620216119393557,0.22764799,H
nonsense,0.4364735115907454,0.35180223,P
tiresome,0.3742216279649344,0.19909143,P
balcony,0.3906152955108995,0.47218212,P
allergic,0.3745392320380864,0.50731164,P
drone,0.506880752858875,0.30651116,H
mushroom,0.4095786863005707,0.39027655,P
view,0.5194433863778404,0.49112839,P
stray,0.5573234106293375,0.46316165,P
nerve,0.4556762360489231,0.24327284,P
warden,0.559220879242516,0.21144034,P
crap,0.4318490777400989,0.21715307,M
fresh,0.5665940297123064,0.44140202,P
fright,0.5523261547628529,0.3158381,P
agree,0.482922136247673,0.56866044,P
kindly,0.4658328181855326,0.37243405,P
speaker,0.5567330021148588,0.42892715,P
portrait,0.4177894886866921,0.30756512,P
lonesome,0.481129462339168,0.2991729,P
recipe,0.4014033707095241,0.49355182,P
pity,0.4676007341428504,0.38254818,P
hound,0.4660256087313659,0.32604936,P
lamp,0.4434214942568721,0.43742272,P
corn,0.3551765480421565,0.3576636,H
octopus,0.3831608470040097,0.33403337,P
habitat,0.3618894192389719,0.3923674,P
wisdom,0.4744395396480728,0.46141586,P
chip,0.4844853372806754,0.43379882,H
chin,0.3889197288629387,0.43176967,P
review,0.5276625183353812,0.16753094,P
housework,0.5190365030809145,0.41784087,M
rail,0.4036569729402158,0.43850613,H
cluster,0.5814636454588331,0.31747398,P
prediction,0.5186309101507705,0.2383498,P
lullaby,0.4162447161429396,0.46056703,P
ounce,0.5511679728846359,0.27379945,H
universe,0.4252639387225176,0.46077347,P
circus,0.4801912167820768,0.46130192,P
glitter,0.4023110185857874,0.3942012,P
ferret,0.534338719819985,0.3455364,P
raspberry,0.2823724303333619,0.25805223,P
needy,0.4987465694263289,0.27497324,M
uncover,0.4773571007506021,0.4398652,P
lipstick,0.4179984929648098,0.47497213,M
tedious,0.4063701599246706,0.179405,M
clover,0.3485389835952094,0.36938623,P
shuffle,0.5935367038071258,0.3565514,P
spout,0.5005660912724296,0.41442546,P
salon,0.4518896243551092,0.47939625,P
excellent,0.4889891518682986,0.42011127,M
entire,0.6024927636679779,0.45520663,P
dependable,0.5172859612062957,0.45784283,M
dirt,0.4554722846715706,0.47110474,P
command,0.4832916887698904,0.48944554,P
handful,0.5236947556099668,0.4625447,P
purse,0.5810547586289827,0.44120228,P
concussion,0.4292902398285083,0.3561764,P
disguise,0.4632825143384524,0.50320685,P
adapt,0.5006231712761353,0.26488122,P
amaze,0.5280997524194064,0.32689065,M
tragedy,0.4872407018437318,0.30194354,P
sparkle,0.4249699128797989,0.39386734,P
sloppy,0.4923251924720533,0.34787288,P
dainty,0.3939380107399657,0.30647546,P
gunshot,0.4751084565141758,0.278966,P
punish,0.4762600497281399,0.49395126,P
sonar,0.4631413263980599,0.24662094,P
skin,0.3719333468466798,0.44290316,P
smoker,0.5569471150386732,0.17560798,P
song,0.3127263374975342,0.44396737,P
ceremony,0.4916699876743698,0.4064165,P
award,0.4317947217014514,0.31680024,P
beetle,0.3609266459564436,0.37977913,H
maiden,0.622952463580949,0.36321744,P
ton,0.5673467825326279,0.3834854,P
shotgun,0.4398445486666714,0.29347855,M
recharge,0.5361055888021575,0.38565242,P
continuous,0.5324683573299136,0.19126096,M
necklace,0.3855366383108334,0.39859796,M
goat,0.3716836709598482,0.35591057,P
challenge,0.5498114265316907,0.3747786,P
material,0.5721717421203478,0.42830262,P
obedience,0.4865556858420246,0.26755,P
noodle,0.3514843059576995,0.43669936,H
invaluable,0.5284079472027365,0.18007661,M
continent,0.541584546581755,0.33804226,P
nanny,0.4577697205075744,0.43560898,M
shovel,0.4685427040678542,0.4883422,P
yield,0.4850800742313603,0.55531764,P
tiny,0.536055287367626,0.5084034,M
moon,0.4816973613583417,0.4375153,P
memory,0.5165136413041381,0.4559389,P
debate,0.5008489188920915,0.26990294,P
useless,0.4629375439052803,0.45858327,P
suggestion,0.4835622033631784,0.43855765,P
backpack,0.4258441675887349,0.5062604,P
exclude,0.5485639640472674,0.20904979,P
telescope,0.4026015223649126,0.46592546,P
skate,0.4703368729871215,0.49393713,H
platform,0.5978465606551157,0.46018913,P
movement,0.5700456852229032,0.36903614,P
caretaker,0.5868394767825077,0.32854393,P
explore,0.5180971422333998,0.45710945,P
confess,0.4782668684389737,0.18499908,P
burner,0.5652503889095591,0.32797632,P
vital,0.5356676471071631,0.23264627,P
bless,0.486407031661809,0.5354397,P
recognize,0.5086796486384775,0.55154943,P
uneasy,0.4829328573419241,0.346012,P
giggle,0.3870204883215078,0.47197804,P
threaten,0.4315475674222289,0.3369347,P
drought,0.5019823789723016,0.3211562,P
harmless,0.5086628724379082,0.4928914,M
